Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR18544690	NGA102-WGS	Illumina MiSeq	1524	1649044800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR185/SRR18544690/SRR18544690.sra	SRR18544690.sra	SRR18544690_NGA102-WGS.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR185/090/SRR18544690/SRR18544690_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR185/090/SRR18544690/SRR18544690_1.fastq.gz	SRR18544690_1.fastq.gz	SRR18544690_NGA102-WGS_1.fastq.gz
SRR18544690	NGA102-WGS	Illumina MiSeq	1524	1649044800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR185/SRR18544690/SRR18544690.sra	SRR18544690.sra	SRR18544690_NGA102-WGS.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR185/090/SRR18544690/SRR18544690_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR185/090/SRR18544690/SRR18544690_2.fastq.gz	SRR18544690_2.fastq.gz	SRR18544690_NGA102-WGS_2.fastq.gz
ERR1535376	Illumina MiSeq paired end sequencing; EXP-33-1-2016-07-15_14-48-29	Illumina MiSeq	1123	1508558400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR153/ERR1535376/ERR1535376.sra	ERR1535376.sra	ERR1535376_Illumina_MiSeq_paired_end_sequencing_EXP-33-1-2016-07-15_14-48-29.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1535376/ERR1535376_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR153/006/ERR1535376/ERR1535376_1.fastq.gz	ERR1535376_1.fastq.gz	ERR1535376_Illumina_MiSeq_paired_end_sequencing_EXP-33-1-2016-07-15_14-48-29_1.fastq.gz
ERR1535376	Illumina MiSeq paired end sequencing; EXP-33-1-2016-07-15_14-48-29	Illumina MiSeq	1123	1508558400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR153/ERR1535376/ERR1535376.sra	ERR1535376.sra	ERR1535376_Illumina_MiSeq_paired_end_sequencing_EXP-33-1-2016-07-15_14-48-29.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1535376/ERR1535376_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR153/006/ERR1535376/ERR1535376_2.fastq.gz	ERR1535376_2.fastq.gz	ERR1535376_Illumina_MiSeq_paired_end_sequencing_EXP-33-1-2016-07-15_14-48-29_2.fastq.gz
ERR1535375	Illumina MiSeq paired end sequencing; EXP-32-1-2016-07-15_14-48-29	Illumina MiSeq	1617	1508558400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR153/ERR1535375/ERR1535375.sra	ERR1535375.sra	ERR1535375_Illumina_MiSeq_paired_end_sequencing_EXP-32-1-2016-07-15_14-48-29.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1535375/ERR1535375_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR153/005/ERR1535375/ERR1535375_1.fastq.gz	ERR1535375_1.fastq.gz	ERR1535375_Illumina_MiSeq_paired_end_sequencing_EXP-32-1-2016-07-15_14-48-29_1.fastq.gz
ERR1535375	Illumina MiSeq paired end sequencing; EXP-32-1-2016-07-15_14-48-29	Illumina MiSeq	1617	1508558400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR153/ERR1535375/ERR1535375.sra	ERR1535375.sra	ERR1535375_Illumina_MiSeq_paired_end_sequencing_EXP-32-1-2016-07-15_14-48-29.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1535375/ERR1535375_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR153/005/ERR1535375/ERR1535375_2.fastq.gz	ERR1535375_2.fastq.gz	ERR1535375_Illumina_MiSeq_paired_end_sequencing_EXP-32-1-2016-07-15_14-48-29_2.fastq.gz
ERR1535390	Illumina MiSeq paired end sequencing; EXP-47-1-2016-07-15_14-48-29	Illumina MiSeq	4083	1508558400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR153/ERR1535390/ERR1535390.sra	ERR1535390.sra	ERR1535390_Illumina_MiSeq_paired_end_sequencing_EXP-47-1-2016-07-15_14-48-29.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1535390/ERR1535390_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR153/000/ERR1535390/ERR1535390_1.fastq.gz	ERR1535390_1.fastq.gz	ERR1535390_Illumina_MiSeq_paired_end_sequencing_EXP-47-1-2016-07-15_14-48-29_1.fastq.gz
ERR1535390	Illumina MiSeq paired end sequencing; EXP-47-1-2016-07-15_14-48-29	Illumina MiSeq	4083	1508558400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR153/ERR1535390/ERR1535390.sra	ERR1535390.sra	ERR1535390_Illumina_MiSeq_paired_end_sequencing_EXP-47-1-2016-07-15_14-48-29.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1535390/ERR1535390_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR153/000/ERR1535390/ERR1535390_2.fastq.gz	ERR1535390_2.fastq.gz	ERR1535390_Illumina_MiSeq_paired_end_sequencing_EXP-47-1-2016-07-15_14-48-29_2.fastq.gz
ERR1535418	Illumina MiSeq paired end sequencing; EXP-73-1-2016-07-15_14-48-29	Illumina MiSeq	4194	1508558400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR153/ERR1535418/ERR1535418.sra	ERR1535418.sra	ERR1535418_Illumina_MiSeq_paired_end_sequencing_EXP-73-1-2016-07-15_14-48-29.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1535418/ERR1535418_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR153/008/ERR1535418/ERR1535418_1.fastq.gz	ERR1535418_1.fastq.gz	ERR1535418_Illumina_MiSeq_paired_end_sequencing_EXP-73-1-2016-07-15_14-48-29_1.fastq.gz
ERR1535418	Illumina MiSeq paired end sequencing; EXP-73-1-2016-07-15_14-48-29	Illumina MiSeq	4194	1508558400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR153/ERR1535418/ERR1535418.sra	ERR1535418.sra	ERR1535418_Illumina_MiSeq_paired_end_sequencing_EXP-73-1-2016-07-15_14-48-29.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1535418/ERR1535418_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR153/008/ERR1535418/ERR1535418_2.fastq.gz	ERR1535418_2.fastq.gz	ERR1535418_Illumina_MiSeq_paired_end_sequencing_EXP-73-1-2016-07-15_14-48-29_2.fastq.gz
ERR1535389	Illumina MiSeq paired end sequencing; EXP-46-1-2016-07-15_14-48-29	Illumina MiSeq	2982	1508558400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR153/ERR1535389/ERR1535389.sra	ERR1535389.sra	ERR1535389_Illumina_MiSeq_paired_end_sequencing_EXP-46-1-2016-07-15_14-48-29.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1535389/ERR1535389_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR153/009/ERR1535389/ERR1535389_1.fastq.gz	ERR1535389_1.fastq.gz	ERR1535389_Illumina_MiSeq_paired_end_sequencing_EXP-46-1-2016-07-15_14-48-29_1.fastq.gz
ERR1535389	Illumina MiSeq paired end sequencing; EXP-46-1-2016-07-15_14-48-29	Illumina MiSeq	2982	1508558400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR153/ERR1535389/ERR1535389.sra	ERR1535389.sra	ERR1535389_Illumina_MiSeq_paired_end_sequencing_EXP-46-1-2016-07-15_14-48-29.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1535389/ERR1535389_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR153/009/ERR1535389/ERR1535389_2.fastq.gz	ERR1535389_2.fastq.gz	ERR1535389_Illumina_MiSeq_paired_end_sequencing_EXP-46-1-2016-07-15_14-48-29_2.fastq.gz
ERR1535417	Illumina MiSeq paired end sequencing; EXP-73-1-2016-07-15_14-48-29	Illumina MiSeq	748	1508558400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR153/ERR1535417/ERR1535417.sra	ERR1535417.sra	ERR1535417_Illumina_MiSeq_paired_end_sequencing_EXP-73-1-2016-07-15_14-48-29.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1535417/ERR1535417_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR153/007/ERR1535417/ERR1535417_1.fastq.gz	ERR1535417_1.fastq.gz	ERR1535417_Illumina_MiSeq_paired_end_sequencing_EXP-73-1-2016-07-15_14-48-29_1.fastq.gz
ERR1535417	Illumina MiSeq paired end sequencing; EXP-73-1-2016-07-15_14-48-29	Illumina MiSeq	748	1508558400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR153/ERR1535417/ERR1535417.sra	ERR1535417.sra	ERR1535417_Illumina_MiSeq_paired_end_sequencing_EXP-73-1-2016-07-15_14-48-29.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1535417/ERR1535417_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR153/007/ERR1535417/ERR1535417_2.fastq.gz	ERR1535417_2.fastq.gz	ERR1535417_Illumina_MiSeq_paired_end_sequencing_EXP-73-1-2016-07-15_14-48-29_2.fastq.gz
ERR1535419	Illumina MiSeq paired end sequencing; EXP-74-1-2016-07-15_14-48-29	Illumina MiSeq	3314	1508558400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR153/ERR1535419/ERR1535419.sra	ERR1535419.sra	ERR1535419_Illumina_MiSeq_paired_end_sequencing_EXP-74-1-2016-07-15_14-48-29.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1535419/ERR1535419_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR153/009/ERR1535419/ERR1535419_1.fastq.gz	ERR1535419_1.fastq.gz	ERR1535419_Illumina_MiSeq_paired_end_sequencing_EXP-74-1-2016-07-15_14-48-29_1.fastq.gz
ERR1535419	Illumina MiSeq paired end sequencing; EXP-74-1-2016-07-15_14-48-29	Illumina MiSeq	3314	1508558400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR153/ERR1535419/ERR1535419.sra	ERR1535419.sra	ERR1535419_Illumina_MiSeq_paired_end_sequencing_EXP-74-1-2016-07-15_14-48-29.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1535419/ERR1535419_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR153/009/ERR1535419/ERR1535419_2.fastq.gz	ERR1535419_2.fastq.gz	ERR1535419_Illumina_MiSeq_paired_end_sequencing_EXP-74-1-2016-07-15_14-48-29_2.fastq.gz
ERR1535420	Illumina MiSeq paired end sequencing; EXP-75-1-2016-07-15_14-48-29	Illumina MiSeq	3428	1508558400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR153/ERR1535420/ERR1535420.sra	ERR1535420.sra	ERR1535420_Illumina_MiSeq_paired_end_sequencing_EXP-75-1-2016-07-15_14-48-29.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1535420/ERR1535420_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR153/000/ERR1535420/ERR1535420_1.fastq.gz	ERR1535420_1.fastq.gz	ERR1535420_Illumina_MiSeq_paired_end_sequencing_EXP-75-1-2016-07-15_14-48-29_1.fastq.gz
ERR1535420	Illumina MiSeq paired end sequencing; EXP-75-1-2016-07-15_14-48-29	Illumina MiSeq	3428	1508558400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR153/ERR1535420/ERR1535420.sra	ERR1535420.sra	ERR1535420_Illumina_MiSeq_paired_end_sequencing_EXP-75-1-2016-07-15_14-48-29.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1535420/ERR1535420_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR153/000/ERR1535420/ERR1535420_2.fastq.gz	ERR1535420_2.fastq.gz	ERR1535420_Illumina_MiSeq_paired_end_sequencing_EXP-75-1-2016-07-15_14-48-29_2.fastq.gz
ERR2541869	Illumina MiSeq paired end sequencing	Illumina MiSeq	2822	1530590400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR254/ERR2541869/ERR2541869.sra	ERR2541869.sra	ERR2541869_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR254/009/ERR2541869/ERR2541869_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR254/009/ERR2541869/ERR2541869_1.fastq.gz	ERR2541869_1.fastq.gz	ERR2541869_Illumina_MiSeq_paired_end_sequencing_1.fastq.gz
ERR2541869	Illumina MiSeq paired end sequencing	Illumina MiSeq	2822	1530590400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR254/ERR2541869/ERR2541869.sra	ERR2541869.sra	ERR2541869_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR254/009/ERR2541869/ERR2541869_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR254/009/ERR2541869/ERR2541869_2.fastq.gz	ERR2541869_2.fastq.gz	ERR2541869_Illumina_MiSeq_paired_end_sequencing_2.fastq.gz
ERR2541871	Illumina MiSeq paired end sequencing	Illumina MiSeq	3285	1530590400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR254/ERR2541871/ERR2541871.sra	ERR2541871.sra	ERR2541871_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR254/001/ERR2541871/ERR2541871_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR254/001/ERR2541871/ERR2541871_1.fastq.gz	ERR2541871_1.fastq.gz	ERR2541871_Illumina_MiSeq_paired_end_sequencing_1.fastq.gz
ERR2541871	Illumina MiSeq paired end sequencing	Illumina MiSeq	3285	1530590400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR254/ERR2541871/ERR2541871.sra	ERR2541871.sra	ERR2541871_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR254/001/ERR2541871/ERR2541871_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR254/001/ERR2541871/ERR2541871_2.fastq.gz	ERR2541871_2.fastq.gz	ERR2541871_Illumina_MiSeq_paired_end_sequencing_2.fastq.gz
ERR2541868	Illumina MiSeq paired end sequencing	Illumina MiSeq	5546	1530590400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR254/ERR2541868/ERR2541868.sra	ERR2541868.sra	ERR2541868_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR254/008/ERR2541868/ERR2541868_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR254/008/ERR2541868/ERR2541868_1.fastq.gz	ERR2541868_1.fastq.gz	ERR2541868_Illumina_MiSeq_paired_end_sequencing_1.fastq.gz
ERR2541868	Illumina MiSeq paired end sequencing	Illumina MiSeq	5546	1530590400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR254/ERR2541868/ERR2541868.sra	ERR2541868.sra	ERR2541868_Illumina_MiSeq_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR254/008/ERR2541868/ERR2541868_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR254/008/ERR2541868/ERR2541868_2.fastq.gz	ERR2541868_2.fastq.gz	ERR2541868_Illumina_MiSeq_paired_end_sequencing_2.fastq.gz
ERR5740864	NextSeq 500 paired end sequencing; EXP-0-1-2021-04-20_22-28-00	NextSeq 500	1841	1638421200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR574/ERR5740864/ERR5740864.sra	ERR5740864.sra	ERR5740864_NextSeq_500_paired_end_sequencing_EXP-0-1-2021-04-20_22-28-00.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR574/004/ERR5740864/ERR5740864_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR574/004/ERR5740864/ERR5740864_1.fastq.gz	ERR5740864_1.fastq.gz	ERR5740864_NextSeq_500_paired_end_sequencing_EXP-0-1-2021-04-20_22-28-00_1.fastq.gz
ERR5740864	NextSeq 500 paired end sequencing; EXP-0-1-2021-04-20_22-28-00	NextSeq 500	1841	1638421200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR574/ERR5740864/ERR5740864.sra	ERR5740864.sra	ERR5740864_NextSeq_500_paired_end_sequencing_EXP-0-1-2021-04-20_22-28-00.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR574/004/ERR5740864/ERR5740864_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR574/004/ERR5740864/ERR5740864_2.fastq.gz	ERR5740864_2.fastq.gz	ERR5740864_NextSeq_500_paired_end_sequencing_EXP-0-1-2021-04-20_22-28-00_2.fastq.gz
ERR5740866	NextSeq 500 paired end sequencing; EXP-1-1-2021-04-20_22-28-00	NextSeq 500	829	1638421200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR574/ERR5740866/ERR5740866.sra	ERR5740866.sra	ERR5740866_NextSeq_500_paired_end_sequencing_EXP-1-1-2021-04-20_22-28-00.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR574/006/ERR5740866/ERR5740866_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR574/006/ERR5740866/ERR5740866_1.fastq.gz	ERR5740866_1.fastq.gz	ERR5740866_NextSeq_500_paired_end_sequencing_EXP-1-1-2021-04-20_22-28-00_1.fastq.gz
ERR5740866	NextSeq 500 paired end sequencing; EXP-1-1-2021-04-20_22-28-00	NextSeq 500	829	1638421200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR574/ERR5740866/ERR5740866.sra	ERR5740866.sra	ERR5740866_NextSeq_500_paired_end_sequencing_EXP-1-1-2021-04-20_22-28-00.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR574/006/ERR5740866/ERR5740866_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR574/006/ERR5740866/ERR5740866_2.fastq.gz	ERR5740866_2.fastq.gz	ERR5740866_NextSeq_500_paired_end_sequencing_EXP-1-1-2021-04-20_22-28-00_2.fastq.gz
ERR5740865	NextSeq 500 paired end sequencing; EXP-1-1-2021-04-20_22-28-00	NextSeq 500	1212	1638421200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR574/ERR5740865/ERR5740865.sra	ERR5740865.sra	ERR5740865_NextSeq_500_paired_end_sequencing_EXP-1-1-2021-04-20_22-28-00.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR574/005/ERR5740865/ERR5740865_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR574/005/ERR5740865/ERR5740865_1.fastq.gz	ERR5740865_1.fastq.gz	ERR5740865_NextSeq_500_paired_end_sequencing_EXP-1-1-2021-04-20_22-28-00_1.fastq.gz
